Batch,Condition,Timestamp_us,Deformability,Area,RingRatio,Brightness_Q1,Brightness_Q2,Brightness_Q3,Brightness_Q4
3,0603_hek_10uM_1h_1940_1,1748951305606775,0.0563822,731.5,20.3593,169,177,186,205
3,0603_hek_10uM_1h_1940_1,1748951305609580,0.0645637,842.5,22.7925,168,174,183,211
3,0603_hek_10uM_1h_1940_1,1748951305617365,0.0627228,512,18.2757,168,174,180,195
3,0603_hek_10uM_1h_1940_1,1748951305621771,0.0511,875.5,22.2486,169,177,186,211
3,0603_hek_10uM_1h_1940_1,1748951305626970,0.0493799,838,20.4573,169,174,182,210
3,0603_hek_10uM_1h_1940_1,1748951305636170,0.0434141,665.5,20.0375,169,176,185,209
3,0603_hek_10uM_1h_1940_1,1748951305636972,0.104318,1079,23.1084,168,174,185,205
3,0603_hek_10uM_1h_1940_1,1748951305640781,0.0767536,887,20.6155,168,177,186,208
3,0603_hek_10uM_1h_1940_1,1748951305641773,0.0511973,772,20.9165,169,174,181,203
3,0603_hek_10uM_1h_1940_1,1748951305646776,0.0567351,292,15.6684,166,172,179,202
3,0603_hek_10uM_1h_1940_1,1748951305651772,0.0566022,453.5,18.2483,166,174,182,202
3,0603_hek_10uM_1h_1940_1,1748951305654371,0.120321,907.5,22.6605,169,177,185,210
3,0603_hek_10uM_1h_1940_1,1748951305656968,0.0365452,488,18.6145,169,174,183,205
3,0603_hek_10uM_1h_1940_1,1748951305660567,0.056046,719,20.1122,168,174,182,207
3,0603_hek_10uM_1h_1940_1,1748951305663569,0.100393,694.5,21.3073,169,174,184,212
3,0603_hek_10uM_1h_1940_1,1748951305665182,0.0644898,652.5,20.4328,166,172,181,207
3,0603_hek_10uM_1h_1940_1,1748951305672968,0.0410096,1110,22.4388,169,175,184,206
3,0603_hek_10uM_1h_1940_1,1748951305673570,0.0813066,757,21.3659,169,176,186,209
3,0603_hek_10uM_1h_1940_1,1748951305673777,0.0419051,622,19.4679,168,174,183,202
3,0603_hek_10uM_1h_1940_1,1748951305675163,0.0373697,548.5,19.5576,169,176,185,203
3,0603_hek_10uM_1h_1940_1,1748951305678575,0.0795977,878.5,22.2261,169,177,186,214
3,0603_hek_10uM_1h_1940_1,1748951305680216,0.0523961,579,19.1964,168,176,183,205
3,0603_hek_10uM_1h_1940_1,1748951305681581,0.0777767,626.5,19.6469,168,175,186,211
3,0603_hek_10uM_1h_1940_1,1748951305684189,0.0431772,570.5,19.3649,167,173,183,210
3,0603_hek_10uM_1h_1940_1,1748951305686771,0.120598,822.5,20.8087,169,177,186,211
3,0603_hek_10uM_1h_1940_1,1748951305696173,0.0351176,679,20.4206,168,174,185,204
3,0603_hek_10uM_1h_1940_1,1748951305697567,0.0939119,674,21.0594,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951305701364,0.0583444,652.5,19.5576,169,176,184,208
3,0603_hek_10uM_1h_1940_1,1748951305716566,0.0541077,682,20.0499,169,177,185,204
3,0603_hek_10uM_1h_1940_1,1748951305732572,0.139465,1255,24.5255,168,176,186,211
3,0603_hek_10uM_1h_1940_1,1748951305733566,0.0193875,945,21.1896,169,175,182,199
3,0603_hek_10uM_1h_1940_1,1748951305734167,0.0867302,882,21.4942,168,174,182,202
3,0603_hek_10uM_1h_1940_1,1748951305747574,0.0644764,1373,24.2074,168,174,180,198
3,0603_hek_10uM_1h_1940_1,1748951305752369,0.098241,1124.5,24.98,169,177,186,235
3,0603_hek_10uM_1h_1940_1,1748951305752761,0.0740391,516,17.4786,168,174,181,203
3,0603_hek_10uM_1h_1940_1,1748951305753160,0.118658,509,18.6815,166,172,178,231
3,0603_hek_10uM_1h_1940_1,1748951305757569,0.119932,1106,24.3721,169,178,186,210
3,0603_hek_10uM_1h_1940_1,1748951305768571,0.0824292,974.5,21.8403,166,172,180,207
3,0603_hek_10uM_1h_1940_1,1748951305770605,0.113035,756.5,22.4388,166,174,185,205
3,0603_hek_10uM_1h_1940_1,1748951305776767,0.0639275,997,22.5056,169,178,186,207
3,0603_hek_10uM_1h_1940_1,1748951305780569,0.0580637,891,20.9045,169,176,186,205
3,0603_hek_10uM_1h_1940_1,1748951305781175,0.0472638,758.5,21.4476,169,175,182,207
3,0603_hek_10uM_1h_1940_1,1748951305783968,0.0655816,736.5,20.0499,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951305788378,0.0817391,846,18.097,168,176,184,205
3,0603_hek_10uM_1h_1940_1,1748951305789368,0.111453,1174.5,23.6432,169,177,186,216
3,0603_hek_10uM_1h_1940_1,1748951305833166,0.106106,874.5,22.5832,169,176,186,211
3,0603_hek_10uM_1h_1940_1,1748951305852778,0.0810069,610.5,19.9875,168,174,182,210
3,0603_hek_10uM_1h_1940_1,1748951305857965,0.0648455,595,19.8368,169,175,181,205
3,0603_hek_10uM_1h_1940_1,1748951305859973,0.0856445,736,21.806,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951305866777,0.0572856,669.5,22.0114,168,174,183,217
3,0603_hek_10uM_1h_1940_1,1748951305872375,0.0446932,738,21.6679,169,177,186,203
3,0603_hek_10uM_1h_1940_1,1748951305872582,0.101638,616.5,19.7864,167,174,181,218
3,0603_hek_10uM_1h_1940_1,1748951305873169,0.0396879,619,20.7364,168,175,182,207
3,0603_hek_10uM_1h_1940_1,1748951305888766,0.0405569,1064.5,21.319,168,175,184,202
3,0603_hek_10uM_1h_1940_1,1748951305891253,0.0919083,893.5,22.4277,166,174,185,216
3,0603_hek_10uM_1h_1940_1,1748951305892562,0.0527206,362.5,16.9263,166,172,178,205
3,0603_hek_10uM_1h_1940_1,1748951305896381,0.0355789,904.5,21.7715,168,174,181,207
3,0603_hek_10uM_1h_1940_1,1748951305909759,0.0281606,791.5,16.9411,167,172,176,189
3,0603_hek_10uM_1h_1940_1,1748951305911760,0.0708379,736.5,21.2838,169,177,185,209
3,0603_hek_10uM_1h_1940_1,1748951305913168,0.0687266,656,21.1187,169,177,183,203
3,0603_hek_10uM_1h_1940_1,1748951305918763,0.0945655,294.5,15.2971,166,171,178,197
3,0603_hek_10uM_1h_1940_1,1748951305927564,0.0796281,797,20.0873,168,174,185,211
3,0603_hek_10uM_1h_1940_1,1748951305929959,0.108731,412,17.0294,168,173,180,213
3,0603_hek_10uM_1h_1940_1,1748951305936359,0.0411583,699,20.2485,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951305948562,0.0491825,616,19.0263,168,174,184,205
3,0603_hek_10uM_1h_1940_1,1748951305950768,0.0424497,503.5,19.1442,169,177,186,199
3,0603_hek_10uM_1h_1940_1,1748951305952974,0.0482551,1053,22.5942,169,177,184,203
3,0603_hek_10uM_1h_1940_1,1748951305954965,0.0564667,806.5,21.0119,168,174,184,209
3,0603_hek_10uM_1h_1940_1,1748951305956186,0.158209,543.5,19.8116,166,172,180,199
3,0603_hek_10uM_1h_1940_1,1748951305960159,0.0499904,543,19.2354,169,174,182,205
3,0603_hek_10uM_1h_1940_1,1748951305972631,0.0565931,842,21.0594,168,175,185,210
3,0603_hek_10uM_1h_1940_1,1748951305974562,0.0783236,438,16.7929,168,172,180,199
3,0603_hek_10uM_1h_1940_1,1748951305977761,0.032542,716.5,18.9341,169,176,182,202
3,0603_hek_10uM_1h_1940_1,1748951305986792,0.0785278,919.5,21.4009,168,174,185,207
3,0603_hek_10uM_1h_1940_1,1748951305989971,0.0317422,725.5,21.1187,169,177,185,203
3,0603_hek_10uM_1h_1940_1,1748951305997583,0.0867452,1082.5,21.7945,166,172,180,207
3,0603_hek_10uM_1h_1940_1,1748951306005975,0.0387047,606.5,20.4695,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951306014162,0.0435683,626.5,19.0657,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306015173,0.0504592,846,20.8447,168,174,182,203
3,0603_hek_10uM_1h_1940_1,1748951306018169,0.0403187,809.5,21.3073,168,177,186,211
3,0603_hek_10uM_1h_1940_1,1748951306019362,0.0550251,775.5,20.7726,169,177,185,203
3,0603_hek_10uM_1h_1940_1,1748951306019960,0.0310853,769,20.8207,166,173,181,202
3,0603_hek_10uM_1h_1940_1,1748951306020761,0.0837359,869.5,20.6882,168,174,185,212
3,0603_hek_10uM_1h_1940_1,1748951306023764,0.0721492,638.5,19.3003,168,174,181,207
3,0603_hek_10uM_1h_1940_1,1748951306026761,0.062383,727.5,21.9545,169,176,183,201
3,0603_hek_10uM_1h_1940_1,1748951306032379,0.0710543,440,17.4929,168,174,181,209
3,0603_hek_10uM_1h_1940_1,1748951306038371,0.0442879,879,21.8289,168,177,186,211
3,0603_hek_10uM_1h_1940_1,1748951306048389,0.0705738,657.5,19.7104,166,173,181,209
3,0603_hek_10uM_1h_1940_1,1748951306049563,0.0342594,563,20.0998,168,175,182,201
3,0603_hek_10uM_1h_1940_1,1748951306050369,0.0916472,854.5,22.0681,169,176,186,206
3,0603_hek_10uM_1h_1940_1,1748951306093964,0.0785088,809,21.7371,168,176,185,205
3,0603_hek_10uM_1h_1940_1,1748951306094761,0.0344295,778.5,21.3542,170,178,185,205
3,0603_hek_10uM_1h_1940_1,1748951306097762,0.0546469,691,20.4939,169,177,184,207
3,0603_hek_10uM_1h_1940_1,1748951306104967,0.0737503,788,22.4054,169,177,185,208
3,0603_hek_10uM_1h_1940_1,1748951306105565,0.0614702,769,20.6519,169,178,187,211
3,0603_hek_10uM_1h_1940_1,1748951306107359,0.059743,698.5,16.7033,168,173,178,197
3,0603_hek_10uM_1h_1940_1,1748951306107964,0.0752726,766,21.0238,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306108368,0.0819951,790,22.6385,168,174,185,210
3,0603_hek_10uM_1h_1940_1,1748951306111160,0.142773,823.5,23.1301,168,177,186,218
3,0603_hek_10uM_1h_1940_1,1748951306112071,0.141933,1164.5,23.7592,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951306117969,0.074236,712,20.0998,168,176,185,205
3,0603_hek_10uM_1h_1940_1,1748951306121572,0.0664278,783.5,20.6882,168,176,183,209
3,0603_hek_10uM_1h_1940_1,1748951306123962,0.106088,653.5,21.3659,169,178,186,214
3,0603_hek_10uM_1h_1940_1,1748951306128886,0.113741,632,19.3907,165,174,185,211
3,0603_hek_10uM_1h_1940_1,1748951306132965,0.0594226,1080,23.4094,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951306136167,0.0638027,997,22.7706,168,177,185,214
3,0603_hek_10uM_1h_1940_1,1748951306137778,0.0674148,644,21.272,166,176,186,224
3,0603_hek_10uM_1h_1940_1,1748951306138563,0.0463928,675,20.4328,169,177,187,209
3,0603_hek_10uM_1h_1940_1,1748951306146365,0.048707,736.5,20.6519,169,176,185,202
3,0603_hek_10uM_1h_1940_1,1748951306151564,0.0563642,677,20.2731,168,176,186,211
3,0603_hek_10uM_1h_1940_1,1748951306152363,0.0824983,692.5,19.2094,169,176,183,203
3,0603_hek_10uM_1h_1940_1,1748951306161762,0.0688664,685.5,18.6011,167,174,181,205
3,0603_hek_10uM_1h_1940_1,1748951306169360,0.0488503,404,17.8045,166,172,178,194
3,0603_hek_10uM_1h_1940_1,1748951306174163,0.180083,1107.5,24.1454,169,177,186,213
3,0603_hek_10uM_1h_1940_1,1748951306174902,0.041199,621.5,19.8368,169,177,185,206
3,0603_hek_10uM_1h_1940_1,1748951306177758,0.0384251,706,16.7631,167,173,179,195
3,0603_hek_10uM_1h_1940_1,1748951306185161,0.0572505,825.5,21.2132,169,177,185,212
3,0603_hek_10uM_1h_1940_1,1748951306191397,0.0456067,616,19.5576,168,174,182,202
3,0603_hek_10uM_1h_1940_1,1748951306199166,0.114849,1105.5,24.5764,169,177,186,212
3,0603_hek_10uM_1h_1940_1,1748951306202383,0.0216317,669,19.1181,168,174,180,203
3,0603_hek_10uM_1h_1940_1,1748951306202999,0.0603242,875,21.9431,169,176,183,202
3,0603_hek_10uM_1h_1940_1,1748951306204395,0.0676448,880.5,22.1923,169,178,186,212
3,0603_hek_10uM_1h_1940_1,1748951306205368,0.0911744,445,17.1901,166,172,179,197
3,0603_hek_10uM_1h_1940_1,1748951306207184,0.0417562,822,21.3659,169,176,186,202
3,0603_hek_10uM_1h_1940_1,1748951306213381,0.0478023,528.5,17.4213,166,172,180,203
3,0603_hek_10uM_1h_1940_1,1748951306227558,0.0350524,557,17.7764,168,176,186,202
3,0603_hek_10uM_1h_1940_1,1748951306228164,0.0694903,1213,20.7123,167,174,182,208
3,0603_hek_10uM_1h_1940_1,1748951306231163,0.0437082,585,16.9263,167,174,186,203
3,0603_hek_10uM_1h_1940_1,1748951306238565,0.0530681,634.5,20.025,169,177,185,208
3,0603_hek_10uM_1h_1940_1,1748951306241367,0.0247951,684,20.0624,169,176,183,203
3,0603_hek_10uM_1h_1940_1,1748951306242562,0.045232,611,20.1494,169,176,185,204
3,0603_hek_10uM_1h_1940_1,1748951306243361,0.050953,797.5,19.1572,168,174,181,203
3,0603_hek_10uM_1h_1940_1,1748951306251650,0.0546256,871,20.7846,169,177,184,202
3,0603_hek_10uM_1h_1940_1,1748951306252165,0.060311,747,20.8926,169,176,183,204
3,0603_hek_10uM_1h_1940_1,1748951306257564,0.0647585,674.5,20.1494,166,174,184,210
3,0603_hek_10uM_1h_1940_1,1748951306259359,0.050249,554,15.9844,166,172,179,199
3,0603_hek_10uM_1h_1940_1,1748951306265161,0.0617528,775.5,20.6519,169,175,182,211
3,0603_hek_10uM_1h_1940_1,1748951306293562,0.0783394,662.5,19.6723,166,175,186,210
3,0603_hek_10uM_1h_1940_1,1748951306301719,0.0513031,617.5,19.3391,168,174,185,206
3,0603_hek_10uM_1h_1940_1,1748951306301929,0.0600341,667,20.5426,168,174,184,202
3,0603_hek_10uM_1h_1940_1,1748951306302703,0.0632887,752,21.4126,168,177,185,207
3,0603_hek_10uM_1h_1940_1,1748951306304896,0.0556768,676,20.7002,165,171,180,205
3,0603_hek_10uM_1h_1940_1,1748951306306167,0.0382123,590,15.4434,167,174,183,203
3,0603_hek_10uM_1h_1940_1,1748951306311771,0.0581876,836.5,19.7231,169,177,185,205
3,0603_hek_10uM_1h_1940_1,1748951306315361,0.03825,577.5,18.262,168,174,182,210
3,0603_hek_10uM_1h_1940_1,1748951306317334,0.0723075,662.5,19.3132,168,174,185,205
3,0603_hek_10uM_1h_1940_1,1748951306324171,0.0348311,850.5,20.8207,168,175,185,203
3,0603_hek_10uM_1h_1940_1,1748951306331360,0.0499613,642.5,19.7864,169,174,182,203
3,0603_hek_10uM_1h_1940_1,1748951306336565,0.0674878,639,20.4695,169,176,183,202
3,0603_hek_10uM_1h_1940_1,1748951306339776,0.107322,1161,24.779,169,177,186,209
3,0603_hek_10uM_1h_1940_1,1748951306342961,0.0352682,733,20.7244,169,175,181,195
3,0603_hek_10uM_1h_1940_1,1748951306346160,0.0294863,689,19.0919,169,174,181,201
3,0603_hek_10uM_1h_1940_1,1748951306347759,0.0675764,640,19.4294,168,176,186,210
3,0603_hek_10uM_1h_1940_1,1748951306354339,0.07315,823,17.3925,168,173,182,203
3,0603_hek_10uM_1h_1940_1,1748951306354783,0.0262401,615,20.3224,169,177,185,202
3,0603_hek_10uM_1h_1940_1,1748951306355960,0.051568,678,20.0624,169,175,183,207
3,0603_hek_10uM_1h_1940_1,1748951306356764,0.0653064,819.5,22.2598,168,175,185,210
3,0603_hek_10uM_1h_1940_1,1748951306357364,0.0698466,861,20.5913,169,177,185,220
3,0603_hek_10uM_1h_1940_1,1748951306376744,0.0865382,759,20.3347,168,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306382379,0.0889725,926.5,21.6333,169,176,183,203
3,0603_hek_10uM_1h_1940_1,1748951306398974,0.170089,805,20.0375,168,177,185,211
3,0603_hek_10uM_1h_1940_1,1748951306443378,0.0406583,578.5,20.4083,169,175,182,203
3,0603_hek_10uM_1h_1940_1,1748951306446398,0.0557428,823,21.5174,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306448768,0.0548454,742.5,20.5913,169,175,184,205
3,0603_hek_10uM_1h_1940_1,1748951306450758,0.0506479,583.5,19.5832,169,176,184,204
3,0603_hek_10uM_1h_1940_1,1748951306459568,0.118682,908,22.9674,169,176,186,223
3,0603_hek_10uM_1h_1940_1,1748951306459971,0.0759779,985,21.7025,168,176,184,207
3,0603_hek_10uM_1h_1940_1,1748951306461310,0.0504298,858,21.6564,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951306461882,0.138434,800.5,23.4521,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306467158,0.0191278,692,19.4808,168,174,180,194
3,0603_hek_10uM_1h_1940_1,1748951306467563,0.0614918,769.5,24.4029,168,174,182,211
3,0603_hek_10uM_1h_1940_1,1748951306468559,0.0539795,679,19.7484,169,174,185,207
3,0603_hek_10uM_1h_1940_1,1748951306475159,0.0574717,1075,19.5832,168,174,181,199
3,0603_hek_10uM_1h_1940_1,1748951306479569,0.126125,1282,22.5389,168,174,183,205
3,0603_hek_10uM_1h_1940_1,1748951306486166,0.102012,1013,24.1454,169,177,185,212
3,0603_hek_10uM_1h_1940_1,1748951306487965,0.0303698,357,15.3297,166,172,179,198
3,0603_hek_10uM_1h_1940_1,1748951306491768,0.150777,970,22.8473,169,177,186,211
3,0603_hek_10uM_1h_1940_1,1748951306509203,0.0326788,524,17.9444,169,173,179,194
3,0603_hek_10uM_1h_1940_1,1748951306513969,0.047262,722.5,20.8327,169,177,186,210
3,0603_hek_10uM_1h_1940_1,1748951306518771,0.0757266,788.5,20.4939,169,177,185,206
3,0603_hek_10uM_1h_1940_1,1748951306521164,0.0668893,362,16.7631,167,173,180,198
3,0603_hek_10uM_1h_1940_1,1748951306546961,0.0477593,681,18.735,168,174,180,197
3,0603_hek_10uM_1h_1940_1,1748951306548964,0.0630154,821,23.5584,169,178,186,207
3,0603_hek_10uM_1h_1940_1,1748951306563569,0.0410309,608.5,19.0788,168,174,180,198
3,0603_hek_10uM_1h_1940_1,1748951306571438,0.05521,821.5,21.4476,169,178,187,211
3,0603_hek_10uM_1h_1940_1,1748951306575557,0.0816966,300,15.0167,166,172,178,195
3,0603_hek_10uM_1h_1940_1,1748951306576783,0.0879834,871.5,22.0454,168,176,185,205
3,0603_hek_10uM_1h_1940_1,1748951306581762,0.0745049,831.5,21.2955,169,176,183,204
3,0603_hek_10uM_1h_1940_1,1748951306582955,0.0592086,557,18.2757,168,176,183,206
3,0603_hek_10uM_1h_1940_1,1748951306586762,0.0674361,945.5,22.2711,168,176,185,211
3,0603_hek_10uM_1h_1940_1,1748951306596372,0.0861514,374.5,17.088,167,174,182,203
3,0603_hek_10uM_1h_1940_1,1748951306608162,0.0685468,852.5,22.2935,168,175,183,203
3,0603_hek_10uM_1h_1940_1,1748951306613367,0.0795094,792,20.6034,168,174,182,202
3,0603_hek_10uM_1h_1940_1,1748951306625961,0.0613674,628,18.3303,168,174,180,203
3,0603_hek_10uM_1h_1940_1,1748951306631363,0.0509494,685.5,20.1246,168,174,186,210
3,0603_hek_10uM_1h_1940_1,1748951306633169,0.0715663,711.5,19.862,168,174,181,202
3,0603_hek_10uM_1h_1940_1,1748951306640561,0.0733864,1001.5,21.2368,168,175,183,205
3,0603_hek_10uM_1h_1940_1,1748951306647563,0.0475376,898.5,21.3892,168,174,183,207
3,0603_hek_10uM_1h_1940_1,1748951306653366,0.0596646,856.5,22.4944,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951306658160,0.0547811,883,21.8174,168,173,181,214
3,0603_hek_10uM_1h_1940_1,1748951306662243,0.0580773,628.5,20.3838,169,177,185,206
3,0603_hek_10uM_1h_1940_1,1748951306694962,0.0926544,335,17.4499,165,172,180,194
3,0603_hek_10uM_1h_1940_1,1748951306725969,0.0637373,1006,23.484,168,176,182,205
3,0603_hek_10uM_1h_1940_1,1748951306727563,0.116218,833,21.8403,169,174,183,209
3,0603_hek_10uM_1h_1940_1,1748951306730161,0.0470453,865,21.4593,166,174,185,205
3,0603_hek_10uM_1h_1940_1,1748951306760382,0.0522909,922.5,19.7864,169,175,184,202
3,0603_hek_10uM_1h_1940_1,1748951306760817,0.0274535,697,20.2608,169,176,181,197
3,0603_hek_10uM_1h_1940_1,1748951306762810,0.0502208,686,20.3838,166,173,183,209
3,0603_hek_10uM_1h_1940_1,1748951306764961,0.0668652,613.5,20.0998,166,176,185,208
3,0603_hek_10uM_1h_1940_1,1748951306769161,0.0692706,395.5,16.2481,168,173,181,203
3,0603_hek_10uM_1h_1940_1,1748951306773762,0.0678523,823.5,21.4009,168,176,185,211
3,0603_hek_10uM_1h_1940_1,1748951306778512,0.106632,763,18.735,166,171,177,201
3,0603_hek_10uM_1h_1940_1,1748951306786696,0.0897434,810.5,20.7244,169,178,186,211
3,0603_hek_10uM_1h_1940_1,1748951306789562,0.0553667,709.5,19.9625,169,177,185,207
3,0603_hek_10uM_1h_1940_1,1748951306790567,0.0785614,1027,22.5167,168,174,185,211
3,0603_hek_10uM_1h_1940_1,1748951306817171,0.0206939,783.5,18.3303,166,172,179,194
3,0603_hek_10uM_1h_1940_1,1748951306823889,0.0684102,706.5,19.9249,169,177,186,212
3,0603_hek_10uM_1h_1940_1,1748951306829360,0.0753649,617,19.7231,166,174,186,210
3,0603_hek_10uM_1h_1940_1,1748951306835368,0.0741479,1039.5,23.2164,168,177,185,207
3,0603_hek_10uM_1h_1940_1,1748951306836953,0.11246,531.5,17.4929,165,172,178,203
3,0603_hek_10uM_1h_1940_1,1748951306838156,0.0232255,495.5,18.1384,168,174,181,199
3,0603_hek_10uM_1h_1940_1,1748951306851966,0.136657,1005,24.3105,169,177,186,218
3,0603_hek_10uM_1h_1940_1,1748951306852959,0.0514411,613.5,20.6882,169,177,185,202
3,0603_hek_10uM_1h_1940_1,1748951306856175,0.0544252,725,20.7605,168,174,185,205
3,0603_hek_10uM_1h_1940_1,1748951306857558,0.0412367,409,17.3205,166,172,179,203
3,0603_hek_10uM_1h_1940_1,1748951306860354,0.0495728,610,19.5064,168,175,185,209
3,0603_hek_10uM_1h_1940_1,1748951306862552,0.0682805,336.5,16.9706,166,174,180,203
3,0603_hek_10uM_1h_1940_1,1748951306874447,0.0625361,913,22.2036,169,177,185,211
3,0603_hek_10uM_1h_1940_1,1748951306876362,0.052142,711,20.4939,168,175,184,206
3,0603_hek_10uM_1h_1940_1,1748951306877156,0.0401865,466,18.1521,166,174,182,203
3,0603_hek_10uM_1h_1940_1,1748951306886562,0.0910383,705,21,168,176,185,212
3,0603_hek_10uM_1h_1940_1,1748951306886965,0.130498,785.5,21.8403,169,176,186,211
3,0603_hek_10uM_1h_1940_1,1748951306887176,0.0830002,584.5,18.9737,168,174,183,206
3,0603_hek_10uM_1h_1940_1,1748951306889990,0.0745541,790.5,20.6034,166,174,181,205
3,0603_hek_10uM_1h_1940_1,1748951306890582,0.0918878,389.5,16.1245,168,172,180,202
3,0603_hek_10uM_1h_1940_1,1748951306895967,0.0911756,1315.5,22.9783,168,174,185,213
3,0603_hek_10uM_1h_1940_1,1748951306896978,0.0396113,634,19.2094,169,174,182,206
3,0603_hek_10uM_1h_1940_1,1748951306898370,0.0344391,791,21.8289,168,174,181,203
3,0603_hek_10uM_1h_1940_1,1748951306906356,0.038714,392.5,15.8902,166,172,179,195
3,0603_hek_10uM_1h_1940_1,1748951306910554,0.0941034,336,15.7321,165,170,177,194
3,0603_hek_10uM_1h_1940_1,1748951306914360,0.0398415,794,21.4709,169,177,185,210
3,0603_hek_10uM_1h_1940_1,1748951306914970,0.0382486,675.5,20.8806,168,177,186,206
3,0603_hek_10uM_1h_1940_1,1748951306915563,0.0196283,765,20.3715,166,173,180,197
3,0603_hek_10uM_1h_1940_1,1748951306917371,0.0815972,716.5,19.7484,169,176,186,205
3,0603_hek_10uM_1h_1940_1,1748951306918560,0.0859922,522,17.5642,165,170,177,197
3,0603_hek_10uM_1h_1940_1,1748951306926164,0.0484613,711,19.3391,168,174,181,213
3,0603_hek_10uM_1h_1940_1,1748951306926760,0.0791406,872.5,23.2164,169,177,186,209
3,0603_hek_10uM_1h_1940_1,1748951306929764,0.0696957,672.5,19.7104,167,174,181,204
3,0603_hek_10uM_1h_1940_1,1748951306931368,0.0426526,801.5,22.1359,168,174,183,207
3,0603_hek_10uM_1h_1940_1,1748951306931961,0.0531767,951,20.4695,169,177,185,211
3,0603_hek_10uM_1h_1940_1,1748951306937768,0.05693,262,15.7797,166,170,177,190
3,0603_hek_10uM_1h_1940_1,1748951306942976,0.102928,775,21.4476,168,174,185,209
3,0603_hek_10uM_1h_1940_1,1748951306948163,0.0526355,692,20.8686,169,177,185,210
3,0603_hek_10uM_1h_1940_1,1748951306949760,0.0508388,653.5,19.8746,169,177,184,206
3,0603_hek_10uM_1h_1940_1,1748951306953368,0.0454907,625,19.799,169,176,183,199
3,0603_hek_10uM_1h_1940_1,1748951306961962,0.0625144,906.5,21.1542,169,176,184,205
3,0603_hek_10uM_1h_1940_1,1748951306965173,0.0687231,666.5,20.8806,168,174,183,210
3,0603_hek_10uM_1h_1940_1,1748951306965571,0.0272381,734.5,23.0217,168,174,185,221
3,0603_hek_10uM_1h_1940_1,1748951306965786,0.0445756,640.5,19.1442,166,172,180,202
3,0603_hek_10uM_1h_1940_1,1748951306969973,0.0549469,381.5,17.4642,168,174,185,233
3,0603_hek_10uM_1h_1940_1,1748951306985569,0.0831462,715,21.0119,169,176,186,207
3,0603_hek_10uM_1h_1940_1,1748951306993957,0.0280397,557.5,20.2361,169,178,186,202
3,0603_hek_10uM_1h_1940_1,1748951306995870,0.0508278,807,21.5523,168,176,184,207
3,0603_hek_10uM_1h_1940_1,1748951306998672,0.0577335,769,21.1778,168,176,182,205
3,0603_hek_10uM_1h_1940_1,1748951307004038,0.0559106,669,20.1494,168,175,185,207
3,0603_hek_10uM_1h_1940_1,1748951307005976,0.0949763,1110,24.6678,169,178,186,211
3,0603_hek_10uM_1h_1940_1,1748951307007154,0.0447013,289.5,15.3134,165,172,177,190
3,0603_hek_10uM_1h_1940_1,1748951307007376,0.0777467,679.5,21.3892,169,176,185,203
3,0603_hek_10uM_1h_1940_1,1748951307013963,0.0376978,313.5,15.3623,165,170,177,197
3,0603_hek_10uM_1h_1940_1,1748951307033363,0.0853401,786.5,21.9431,169,176,185,204
3,0603_hek_10uM_1h_1940_1,1748951307034361,0.0685943,586.5,18.9605,169,174,183,207
3,0603_hek_10uM_1h_1940_1,1748951307040956,0.0466691,867,17.4642,167,173,179,194
3,0603_hek_10uM_1h_1940_1,1748951307041564,0.0566823,956.5,22.3159,169,177,186,203
3,0603_hek_10uM_1h_1940_1,1748951307052160,0.061201,1054.5,19.0919,167,173,180,200
3,0603_hek_10uM_1h_1940_1,1748951307066758,0.130808,610,19.4679,167,174,184,205
3,0603_hek_10uM_1h_1940_1,1748951307071976,0.0400619,766,19.2094,168,174,182,200
3,0603_hek_10uM_1h_1940_1,1748951307073975,0.0799189,662,20.4817,169,177,186,207
3,0603_hek_10uM_1h_1940_1,1748951307077361,0.084248,294.5,15.748,166,172,178,196
3,0603_hek_10uM_1h_1940_1,1748951307088798,0.0647534,760.5,19.3261,168,174,182,201
3,0603_hek_10uM_1h_1940_1,1748951307090369,0.0370527,861.5,22.1246,169,176,185,212
3,0603_hek_10uM_1h_1940_1,1748951307090965,0.0809712,982,23.6326,168,174,182,202
3,0603_hek_10uM_1h_1940_1,1748951307092459,0.101975,971.5,23.3238,168,177,186,203
3,0603_hek_10uM_1h_1940_1,1748951307094375,0.0356504,763,19.2484,169,176,181,204
3,0603_hek_10uM_1h_1940_1,1748951307100972,0.0616313,873.5,22.0567,168,176,186,217
3,0603_hek_10uM_1h_1940_1,1748951307127170,0.0589937,378,15.8588,166,171,177,192
